dataset,optimizer,iteration,variation,runtime
Adiac,sgld-120,0_145830427808455148,23.58355576635341,54.27482080459595
Adiac,sgld-120,1_1643964498676505122,35.20056571851689,54.6493558883667
Adiac,sgld-120,2_1143195776096623193,21.695253762546553,54.78245782852173
Adiac,sgld-120,3_1316602503692245647,27.129735556555822,54.07489347457886
Adiac,sgld-120,4_1390226901799754437,36.42942137529707,54.03159427642822
Adiac,sgld-120,5_341799134006041340,25.412701958473964,54.54497265815735
Adiac,sgld-120,6_611119009671633714,30.327000835964476,54.11649465560913
Adiac,sgld-120,7_80948246653393769,30.91017810958567,54.76966953277588
Adiac,sgld-120,8_1340116659363863455,10.344382983216724,54.54572105407715
Adiac,sgld-120,9_2183098480484375509,18.5934017809735,54.36525273323059
Adiac,sgld-120,10_999936557822991372,4.289143998943525,54.4865243434906
Adiac,sgld-120,11_1617930812109839426,10.141131639682776,54.267706871032715
Adiac,sgld-120,12_1509826279111089272,1.5634672749777745,53.95277953147888
Adiac,sgld-120,13_623775488018963631,3.0648998262457114,54.615429639816284
Adiac,sgld-120,14_430757321274514661,7.637518004264058,53.91596579551697
Adiac,sgld-120,15_662144045781835035,25.048136648791353,54.09999680519104
Adiac,sgld-120,16_844449120981048658,20.928878049138586,55.07873582839966
Adiac,sgld-120,17_1042454122713275784,5.809105877529034,54.08545517921448
Adiac,sgld-120,18_298918730278591935,22.415713199285033,54.6772346496582
Adiac,sgld-120,19_2057854760231853557,19.964123326317605,54.7624614238739
Adiac,sgld-120,20_55192736528555565,11.087484401204419,55.13102197647095
Adiac,sgld-120,21_134514254135385699,7.026879698502664,54.034056425094604
Adiac,sgld-120,22_1210857522646703768,1.6152824391727898,53.46647119522095
Adiac,sgld-120,23_1185649019556683471,36.13512901923436,54.98876357078552
Adiac,sgld-120,24_912695257961291525,11.605087684629085,53.88130474090576
Adiac,sgld-120,25_1092810105997975355,34.56388301297527,54.077752113342285
Adiac,sgld-120,26_1545344902734765937,8.533095948231335,54.19589400291443
Adiac,sgld-120,27_1038608580795129767,18.099294821010194,53.77994346618652
Adiac,sgld-120,28_1386466022276947933,18.703093864698136,54.15052795410156
Adiac,sgld-120,29_1598898815588851732,22.049134925313055,55.091776847839355
Beef,ssg-1000-1,0_397174387871539674,18.67884289875271,453.43559074401855
Beef,ssg-1000-1,1_1898883520797303710,19.960192130851865,452.6509199142456
Beef,ssg-1000-1,2_1475601230917494115,19.41673536212419,452.81607842445374
Beef,ssg-1000-1,3_1721506456713783081,17.239844080136287,454.1062424182892
Beef,ssg-1000-1,4_1952883285616453867,18.888871688466143,450.0999903678894
Beef,ssg-1000-1,5_1616560270865820335,21.31363243854587,451.85379552841187
Beef,ssg-1000-1,6_45970582750588021,19.393008504914974,453.31850361824036
Beef,ssg-1000-1,7_780853368430489147,19.788908024369675,454.3183672428131
Beef,ssg-1000-1,8_603745684695773186,19.559578671177448,454.92281460762024
Beef,ssg-1000-1,9_1397371528357048779,19.149966869209873,457.3437924385071
Beef,ssg-1000-1,10_1373694095208706963,19.349825467257038,455.9893786907196
Beef,ssg-1000-1,11_2174781224776070258,18.95531694679948,223.3470160961151
Beef,ssg-1000-1,12_591972114185549367,18.091349547103334,452.31324887275696
Beef,ssg-1000-1,13_1238730692166645755,19.21395438152389,452.28010869026184
Beef,ssg-1000-1,14_2210494461957863876,18.27065785694568,457.42106199264526
Beef,ssg-1000-1,15_76072462340029092,18.72166716184175,223.07397150993347
Beef,ssg-1000-1,16_748115959469276269,19.38355931224547,457.2911653518677
Beef,ssg-1000-1,17_1429241422643953209,17.158660136859687,460.2949855327606
Beef,ssg-1000-1,18_842345205481308161,18.159862728846328,455.74507331848145
Beef,ssg-1000-1,19_2138133952466485701,17.458541477596928,452.56161737442017
Beef,ssg-1000-1,20_473708093746152331,19.114624957327063,453.27780866622925
Beef,ssg-1000-1,21_452319294051026255,19.072794205155414,451.9903633594513
Beef,ssg-1000-1,22_829915776285115897,20.93880796584996,170.16340470314026
Beef,ssg-1000-1,23_378494784827262910,18.669713423399873,452.8038945198059
Beef,ssg-1000-1,24_1183419759731378562,18.57152367735691,452.3486952781677
Beef,ssg-1000-1,25_553903723097066310,18.566291390029924,451.7265992164612
Beef,ssg-1000-1,26_315035921474358537,19.541524293951976,450.8960168361664
Beef,ssg-1000-1,27_1287626524009664206,18.620624470293087,453.4214417934418
Beef,ssg-1000-1,28_1552254783559536785,19.23071471624252,451.1144120693207
Beef,ssg-1000-1,29_613532437694616152,18.168806834563288,454.592493057251
Beef,adam-1000-1,0_1041253456015758368,42.28929892453189,456.184720993042
Beef,adam-1000-1,1_711265827264370167,34.12008286918866,470.85652327537537
Beef,adam-1000-1,2_902903557160146877,39.64317115405723,454.0827548503876
Beef,adam-1000-1,3_1412875192064514434,106.84318072772135,453.220769405365
Beef,adam-1000-1,4_979574701988223820,45.36508791578172,457.8117015361786
Beef,adam-1000-1,5_766963787792620823,41.21287799004657,458.9074659347534
Beef,adam-1000-1,6_2114015615155412701,42.40383159828159,454.58378052711487
Beef,adam-1000-1,7_321806164322394274,44.739610372470835,452.2223949432373
Beef,adam-1000-1,8_1457968912698679908,42.84697718702659,450.4922797679901
Beef,adam-1000-1,9_1098340649485706279,115.4636416131963,450.84369015693665
Beef,adam-1000-1,10_1729312989271008745,45.609671251587656,450.27319526672363
Beef,adam-1000-1,11_319635178613352362,39.60552425148899,448.38829946517944
Beef,adam-1000-1,12_786537843546106217,45.65016517439736,447.2021417617798
Beef,adam-1000-1,13_1569296114278443814,44.500938607726276,445.33914160728455
Beef,adam-1000-1,14_1529714795190136037,60.7598815810391,446.9824769496918
Beef,adam-1000-1,15_513644555090243236,46.45130263278502,446.55899310112
Beef,adam-1000-1,16_481488787780120674,39.20199760069988,445.98574781417847
Beef,adam-1000-1,17_2267659170997580322,44.84465813582886,448.77429032325745
Beef,adam-1000-1,18_2229227941071926246,39.89011590342579,451.983008146286
Beef,adam-1000-1,19_1177537922278602152,103.43881709700885,449.5435175895691
Beef,adam-1000-1,20_1164397658815051629,46.37150493461569,452.99390411376953
Beef,adam-1000-1,21_2030633601107212594,38.90322615388923,453.3753457069397
